"Date","Age Group","Sex","Sinovac 1st dose","Sinovac 2nd dose","Sinovac 3rd dose","Sinovac 4th dose","Sinovac 5th dose","Sinovac 6th dose","BioNTech 1st dose","BioNTech 2nd dose","BioNTech 3rd dose","BioNTech 4th dose","BioNTech 5th dose","BioNTech 6th dose"
"2021-04-17","0-19","M","5","14","0","0","0","0","100","6","0","0","0","0"
"2021-04-17","20-29","F","132","265","0","0","0","0","761","69","0","0","0","0"
"2021-04-17","20-29","M","150","366","0","0","0","0","626","83","0","0","0","0"
"2021-04-17","30-39","F","411","1128","0","0","0","0","3580","221","0","0","0","0"
"2021-04-17","30-39","M","326","1158","0","0","0","0","2535","268","0","0","0","0"
"2021-04-17","40-49","F","730","1671","0","0","0","0","3904","241","0","0","0","0"
"2021-04-17","40-49","M","470","1654","0","0","0","0","2670","312","0","0","0","0"
"2021-04-17","50-59","F","590","1340","0","0","0","0","2228","146","0","0","0","0"
"2021-04-17","50-59","M","576","1942","0","0","0","0","2167","201","0","0","0","0"
"2021-04-17","60-69","F","208","691","0","0","0","0","955","91","0","0","0","0"
"2021-04-17","60-69","M","259","1028","0","0","0","0","1063","130","0","0","0","0"
"2021-04-17","70-79","F","53","273","0","0","0","0","274","49","0","0","0","0"
"2021-04-17","70-79","M","70","385","0","0","0","0","335","53","0","0","0","0"
"2021-04-17","80 and above","F","18","63","0","0","0","0","64","11","0","0","0","0"
"2021-04-17","80 and above","M","15","82","0","0","0","0","64","12","0","0","0","0"
"2021-04-18","0-19","F","1","9","0","0","0","0","101","1","0","0","0","0"
"2021-04-18","0-19","M","6","11","0","0","0","0","89","4","0","0","0","0"
"2021-04-18","20-29","F","77","171","0","0","0","0","760","32","0","0","0","0"
"2021-04-18","20-29","M","165","437","0","0","0","0","674","45","0","0","0","0"
"2021-04-18","30-39","F","376","798","0","0","0","0","3391","99","0","0","0","0"
"2021-04-18","30-39","M","370","1151","0","0","0","0","2209","109","0","0","0","0"
"2021-04-18","40-49","F","601","1417","0","0","0","0","3257","94","0","0","0","0"
"2021-04-18","40-49","M","574","1734","0","0","0","0","2456","128","0","0","0","0"
"2021-04-18","50-59","F","408","929","0","0","0","0","1950","59","0","0","0","0"
"2021-04-18","50-59","M","564","1772","0","0","0","0","1993","126","0","0","0","0"
"2021-04-18","60-69","F","124","443","0","0","0","0","719","42","0","0","0","0"
"2021-04-18","60-69","M","227","986","0","0","0","0","845","104","0","0","0","0"
"2021-04-18","70-79","F","35","162","0","0","0","0","181","18","0","0","0","0"
"2021-04-18","70-79","M","41","280","0","0","0","0","269","14","0","0","0","0"
"2021-04-18","80 and above","F","8","33","0","0","0","0","49","5","0","0","0","0"
"2021-04-18","80 and above","M","6","47","0","0","0","0","43","2","0","0","0","0"
"2021-04-19","0-19","F","6","5","0","0","0","0","78","5","0","0","0","0"
"2021-04-19","0-19","M","9","13","0","0","0","0","93","4","0","0","0","0"
"2021-04-19","20-29","F","84","141","0","0","0","0","670","27","0","0","0","0"
"2021-04-19","20-29","M","142","194","0","0","0","0","596","22","0","0","0","0"
"2021-04-19","30-39","F","473","830","0","0","0","0","2412","91","0","0","0","0"
"2021-04-19","30-39","M","306","717","0","0","0","0","2132","105","0","0","0","0"
"2021-04-19","40-49","F","921","1514","0","0","0","0","2601","82","0","0","0","0"
"2021-04-19","40-49","M","498","1103","0","0","0","0","2245","84","0","0","0","0"
"2021-04-19","50-59","F","837","1261","0","0","0","0","1729","54","0","0","0","0"
"2021-04-19","50-59","M","675","1707","0","0","0","0","1762","68","0","0","0","0"
"2021-04-19","60-69","F","330","713","0","0","0","0","772","53","0","0","0","0"
"2021-04-19","60-69","M","409","1261","0","0","0","0","845","76","0","0","0","0"
"2021-04-19","70-79","F","86","241","0","0","0","0","210","18","0","0","0","0"
"2021-04-19","70-79","M","138","427","0","0","0","0","288","13","0","0","0","0"
"2021-04-19","80 and above","F","28","55","0","0","0","0","31","6","0","0","0","0"
"2021-04-19","80 and above","M","32","88","0","0","0","0","51","5","0","0","0","0"
"2021-04-20","0-19","F","4","6","0","0","0","0","60","1","0","0","0","0"
"2021-04-20","0-19","M","11","11","0","0","0","0","60","1","0","0","0","0"
"2021-04-20","20-29","F","111","161","0","0","0","0","443","10","0","0","0","0"
"2021-04-20","20-29","M","131","185","0","0","0","0","435","13","0","0","0","0"
"2021-04-20","30-39","F","468","673","0","0","0","0","1963","27","0","0","0","0"
"2021-04-20","30-39","M","292","535","0","0","0","0","1502","32","0","0","0","0"
"2021-04-20","40-49","F","827","1309","0","0","0","0","2057","23","0","0","0","0"
"2021-04-20","40-49","M","427","915","0","0","0","0","1669","24","0","0","0","0"
"2021-04-20","50-59","F","727","1023","0","0","0","0","1398","22","0","0","0","0"
"2021-04-20","50-59","M","659","1370","0","0","0","0","1336","30","0","0","0","0"
"2021-04-20","60-69","F","285","639","0","0","0","0","620","21","0","0","0","0"
"2021-04-20","60-69","M","400","1101","0","0","0","0","666","20","0","0","0","0"
"2021-04-20","70-79","F","87","171","0","0","0","0","153","3","0","0","0","0"
"2021-04-20","70-79","M","142","373","0","0","0","0","232","6","0","0","0","0"
"2021-04-20","80 and above","F","18","39","0","0","0","0","41","3","0","0","0","0"
"2021-04-20","80 and above","M","27","51","0","0","0","0","37","0","0","0","0","0"
"2021-04-21","0-19","F","3","4","0","0","0","0","63","1","0","0","0","0"
"2021-04-21","0-19","M","10","6","0","0","0","0","71","1","0","0","0","0"
"2021-04-21","20-29","F","86","138","0","0","0","0","428","8","0","0","0","0"
"2021-04-21","20-29","M","118","189","0","0","0","0","333","10","0","0","0","0"
"2021-04-21","30-39","F","387","675","0","0","0","0","1788","23","0","0","0","0"
"2021-04-21","30-39","M","270","496","0","0","0","0","1358","19","0","0","0","0"
"2021-04-21","40-49","F","721","1213","0","0","0","0","1937","21","0","0","0","0"
"2021-04-21","40-49","M","398","912","0","0","0","0","1425","15","0","0","0","0"
"2021-04-21","50-59","F","578","983","0","0","0","0","1242","10","0","0","0","0"
"2021-04-21","50-59","M","568","1211","0","0","0","0","1169","11","0","0","0","0"
"2021-04-21","60-69","F","251","584","0","0","0","0","555","14","0","0","0","0"
"2021-04-21","60-69","M","295","1022","0","0","0","0","545","14","0","0","0","0"
"2021-04-21","70-79","F","73","180","0","0","0","0","153","4","0","0","0","0"
"2021-04-21","70-79","M","103","336","0","0","0","0","204","6","0","0","0","0"
"2021-04-21","80 and above","F","15","54","0","0","0","0","24","2","0","0","0","0"
"2021-04-21","80 and above","M","12","66","0","0","0","0","29","1","0","0","0","0"
"2021-04-22","0-19","F","2","6","0","0","0","0","66","0","0","0","0","0"
"2021-04-22","0-19","M","1","13","0","0","0","0","53","0","0","0","0","0"
"2021-04-22","20-29","F","75","161","0","0","0","0","431","9","0","0","0","0"
"2021-04-22","20-29","M","113","204","0","0","0","0","348","16","0","0","0","0"
"2021-04-22","30-39","F","421","694","0","0","0","0","1841","18","0","0","0","0"
"2021-04-22","30-39","M","237","482","0","0","0","0","1277","19","0","0","0","0"
"2021-04-22","40-49","F","706","1287","0","0","0","0","1995","26","0","0","0","0"
"2021-04-22","40-49","M","339","831","0","0","0","0","1442","19","0","0","0","0"
"2021-04-22","50-59","F","611","968","0","0","0","0","1219","12","0","0","0","0"
"2021-04-22","50-59","M","492","1180","0","0","0","0","1151","8","0","0","0","0"
"2021-04-22","60-69","F","268","491","0","0","0","0","600","10","0","0","0","0"
"2021-04-22","60-69","M","326","1017","0","0","0","0","649","13","0","0","0","0"
"2021-04-22","70-79","F","71","202","0","0","0","0","190","2","0","0","0","0"
"2021-04-22","70-79","M","129","355","0","0","0","0","218","11","0","0","0","0"
"2021-04-22","80 and above","F","21","42","0","0","0","0","33","3","0","0","0","0"
"2021-04-22","80 and above","M","20","59","0","0","0","0","47","0","0","0","0","0"
"2021-04-23","0-19","F","11","5","0","0","0","0","61","0","0","0","0","0"
"2021-04-23","0-19","M","21","9","0","0","0","0","72","1","0","0","0","0"
"2021-04-23","20-29","F","146","203","0","0","0","0","506","4","0","0","0","0"
"2021-04-23","20-29","M","220","244","0","0","0","0","404","17","0","0","0","0"
"2021-04-23","30-39","F","470","788","0","0","0","0","2081","19","0","0","0","0"
"2021-04-23","30-39","M","261","558","0","0","0","0","1423","22","0","0","0","0"
"2021-04-23","40-49","F","779","1351","0","0","0","0","2365","22","0","0","0","0"
"2021-04-23","40-49","M","381","911","0","0","0","0","1703","17","0","0","0","0"
"2021-04-23","50-59","F","679","1109","0","0","0","0","1539","16","0","0","0","0"
"2021-04-23","50-59","M","525","1226","0","0","0","0","1257","19","0","0","0","0"
"2021-04-23","60-69","F","280","580","0","0","0","0","629","7","0","0","0","0"
"2021-04-23","60-69","M","324","985","0","0","0","0","645","20","0","0","0","0"
"2021-04-23","70-79","F","81","190","0","0","0","0","152","1","0","0","0","0"
"2021-04-23","70-79","M","110","350","0","0","0","0","208","6","0","0","0","0"
"2021-04-23","80 and above","F","14","36","0","0","0","0","34","0","0","0","0","0"
"2021-04-23","80 and above","M","25","67","0","0","0","0","41","2","0","0","0","0"
"2021-04-24","0-19","F","31","18","0","0","0","0","87","0","0","0","0","0"
"2021-04-24","0-19","M","42","21","0","0","0","0","88","1","0","0","0","0"
"2021-04-24","20-29","F","549","216","0","0","0","0","678","3","0","0","0","0"
"2021-04-24","20-29","M","569","282","0","0","0","0","451","5","0","0","0","0"
"2021-04-24","30-39","F","386","866","0","0","0","0","3114","15","0","0","0","0"
"2021-04-24","30-39","M","290","704","0","0","0","0","1874","17","0","0","0","0"
"2021-04-24","40-49","F","632","1302","0","0","0","0","3259","19","0","0","0","0"
"2021-04-24","40-49","M","440","1032","0","0","0","0","2058","21","0","0","0","0"
"2021-04-24","50-59","F","526","1045","0","0","0","0","1912","9","0","0","0","0"
"2021-04-24","50-59","M","489","1355","0","0","0","0","1596","14","0","0","0","0"
"2021-04-24","60-69","F","184","456","0","0","0","0","712","10","0","0","0","0"
"2021-04-24","60-69","M","210","709","0","0","0","0","715","16","0","0","0","0"
"2021-04-24","70-79","F","60","150","0","0","0","0","187","5","0","0","0","0"
"2021-04-24","70-79","M","61","267","0","0","0","0","221","3","0","0","0","0"
"2021-04-24","80 and above","F","16","39","0","0","0","0","43","1","0","0","0","0"
"2021-04-24","80 and above","M","14","58","0","0","0","0","35","1","0","0","0","0"
"2021-04-25","0-19","F","22","5","0","0","0","0","70","0","0","0","0","0"
"2021-04-25","0-19","M","30","13","0","0","0","0","65","1","0","0","0","0"
"2021-04-25","20-29","F","417","157","0","0","0","0","552","8","0","0","0","0"
"2021-04-25","20-29","M","475","354","0","0","0","0","357","6","0","0","0","0"
"2021-04-25","30-39","F","342","611","0","0","0","0","2180","11","0","0","0","0"
"2021-04-25","30-39","M","324","760","0","0","0","0","1123","11","0","0","0","0"
"2021-04-25","40-49","F","483","1118","0","0","0","0","1998","11","0","0","0","0"
"2021-04-25","40-49","M","436","1211","0","0","0","0","1196","24","0","0","0","0"
"2021-04-25","50-59","F","357","722","0","0","0","0","1087","12","0","0","0","0"
"2021-04-25","50-59","M","495","1378","0","0","0","0","1039","17","0","0","0","0"
"2021-04-25","60-69","F","85","311","0","0","0","0","385","7","0","0","0","0"
"2021-04-25","60-69","M","146","630","0","0","0","0","448","16","0","0","0","0"
"2021-04-25","70-79","F","19","96","0","0","0","0","88","2","0","0","0","0"
"2021-04-25","70-79","M","40","141","0","0","0","0","120","4","0","0","0","0"
"2021-04-25","80 and above","F","2","24","0","0","0","0","15","0","0","0","0","0"
"2021-04-25","80 and above","M","5","27","0","0","0","0","22","0","0","0","0","0"
"2021-04-26","0-19","F","19","9","0","0","0","0","215","20","0","0","0","0"
"2021-04-26","0-19","M","36","7","0","0","0","0","295","17","0","0","0","0"
"2021-04-26","20-29","F","388","125","0","0","0","0","1984","78","0","0","0","0"
"2021-04-26","20-29","M","399","198","0","0","0","0","2414","72","0","0","0","0"
"2021-04-26","30-39","F","409","660","0","0","0","0","1302","507","0","0","0","0"
"2021-04-26","30-39","M","261","478","0","0","0","0","1026","336","0","0","0","0"
"2021-04-26","40-49","F","680","1185","0","0","0","0","1340","591","0","0","0","0"
"2021-04-26","40-49","M","366","786","0","0","0","0","1085","335","0","0","0","0"
"2021-04-26","50-59","F","582","967","0","0","0","0","942","351","0","0","0","0"
"2021-04-26","50-59","M","514","1131","0","0","0","0","933","316","0","0","0","0"
"2021-04-26","60-69","F","229","347","0","0","0","0","460","111","0","0","0","0"
"2021-04-26","60-69","M","289","563","0","0","0","0","525","106","0","0","0","0"
"2021-04-26","70-79","F","62","124","0","0","0","0","156","33","0","0","0","0"
"2021-04-26","70-79","M","92","210","0","0","0","0","175","38","0","0","0","0"
"2021-04-26","80 and above","F","10","22","0","0","0","0","31","9","0","0","0","0"
"2021-04-26","80 and above","M","15","30","0","0","0","0","23","3","0","0","0","0"
"2021-04-27","0-19","F","17","12","0","0","0","0","150","66","0","0","0","0"
"2021-04-27","0-19","M","25","4","0","0","0","0","174","68","0","0","0","0"
"2021-04-27","20-29","F","337","137","0","0","0","0","1032","209","0","0","0","0"
"2021-04-27","20-29","M","358","132","0","0","0","0","1150","172","0","0","0","0"
"2021-04-27","30-39","F","443","591","0","0","0","0","947","1077","0","0","0","0"
"2021-04-27","30-39","M","265","382","0","0","0","0","672","915","0","0","0","0"
"2021-04-27","40-49","F","746","966","0","0","0","0","1015","1163","0","0","0","0"
"2021-04-27","40-49","M","398","524","0","0","0","0","696","1026","0","0","0","0"
"2021-04-27","50-59","F","599","750","0","0","0","0","736","789","1","0","0","0"
"2021-04-27","50-59","M","496","809","0","0","0","0","617","850","0","0","0","0"
"2021-04-27","60-69","F","203","296","0","0","0","0","333","193","0","0","0","0"
"2021-04-27","60-69","M","245","424","0","0","0","0","370","220","0","0","0","0"
"2021-04-27","70-79","F","66","83","0","0","0","0","85","62","0","0","0","0"
"2021-04-27","70-79","M","96","154","0","0","0","0","111","82","0","0","0","0"
"2021-04-27","80 and above","F","17","20","0","0","0","0","15","15","0","0","0","0"
"2021-04-27","80 and above","M","12","24","0","0","0","0","18","9","0","0","0","0"
"2021-04-28","0-19","F","19","3","0","0","0","0","142","51","0","0","0","0"
"2021-04-28","0-19","M","21","3","0","0","0","0","139","53","0","0","0","0"
"2021-04-28","20-29","F","302","102","0","0","0","0","904","230","0","0","0","0"
"2021-04-28","20-29","M","296","140","0","0","0","0","938","212","0","0","0","0"
"2021-04-28","30-39","F","445","501","0","0","0","0","833","1157","0","0","0","0"
"2021-04-28","30-39","M","325","354","0","0","0","0","621","985","0","0","0","0"
"2021-04-28","40-49","F","866","919","0","0","0","0","952","1305","0","0","0","0"
"2021-04-28","40-49","M","473","542","0","0","0","0","604","1135","0","0","0","0"
"2021-04-28","50-59","F","633","800","0","0","0","0","650","891","0","0","0","0"
"2021-04-28","50-59","M","567","850","0","0","0","0","520","1007","0","0","0","0"
"2021-04-28","60-69","F","213","265","0","0","0","0","289","308","0","0","0","0"
"2021-04-28","60-69","M","322","407","0","0","0","0","316","367","0","0","0","0"
"2021-04-28","70-79","F","70","85","0","0","0","0","76","86","0","0","0","0"
"2021-04-28","70-79","M","99","139","0","0","0","0","92","109","0","0","0","0"
"2021-04-28","80 and above","F","13","19","0","0","0","0","16","23","0","0","0","0"
"2021-04-28","80 and above","M","17","21","0","0","0","0","15","27","0","0","0","0"
"2021-04-29","0-19","F","16","6","0","0","0","0","158","69","0","0","0","0"
"2021-04-29","0-19","M","23","9","0","0","0","0","177","70","0","0","0","0"
"2021-04-29","20-29","F","295","116","0","0","0","0","1014","285","0","0","0","0"
"2021-04-29","20-29","M","339","105","0","0","0","0","1017","280","0","0","0","0"
"2021-04-29","30-39","F","462","517","0","0","0","0","1006","1163","0","0","0","0"
"2021-04-29","30-39","M","322","307","0","0","0","0","729","921","0","0","0","0"
"2021-04-29","40-49","F","823","865","0","0","0","0","992","1331","0","0","0","0"
"2021-04-29","40-49","M","471","539","0","0","0","0","791","1132","0","0","0","0"
"2021-04-29","50-59","F","785","712","0","0","0","0","649","933","0","0","0","0"
"2021-04-29","50-59","M","623","800","0","0","0","0","569","951","0","0","0","0"
"2021-04-29","60-69","F","272","250","0","0","0","0","282","294","0","0","0","0"
"2021-04-29","60-69","M","344","368","0","0","0","0","330","374","0","0","0","0"
"2021-04-29","70-79","F","71","72","0","0","0","0","64","92","0","0","0","0"
"2021-04-29","70-79","M","84","152","0","0","0","0","76","120","0","0","0","0"
"2021-04-29","80 and above","F","15","15","0","0","0","0","17","18","0","0","0","0"
"2021-04-29","80 and above","M","13","26","0","0","0","0","12","22","0","0","0","0"
"2021-04-30","0-19","F","36","7","0","0","0","0","200","60","0","0","0","0"
"2021-04-30","0-19","M","34","7","0","0","0","0","199","55","0","0","0","0"
"2021-04-30","20-29","F","402","175","0","0","0","0","1216","349","0","0","0","0"
"2021-04-30","20-29","M","453","208","0","0","0","0","1261","265","0","0","0","0"
"2021-04-30","30-39","F","589","694","0","0","0","0","1876","1651","0","0","0","0"
"2021-04-30","30-39","M","432","410","0","0","0","0","1244","1302","0","0","0","0"
"2021-04-30","40-49","F","1119","1027","0","0","0","0","2032","1971","0","0","0","0"
"2021-04-30","40-49","M","652","651","0","0","0","0","1294","1546","0","0","0","0"
"2021-04-30","50-59","F","1005","917","0","0","0","0","1248","1348","0","0","0","0"
"2021-04-30","50-59","M","811","862","0","0","0","0","1006","1284","0","0","0","0"
"2021-04-30","60-69","F","352","261","0","0","0","0","475","477","0","0","0","0"
"2021-04-30","60-69","M","422","390","0","0","0","0","473","524","0","0","0","0"
"2021-04-30","70-79","F","76","67","0","0","0","0","106","122","0","0","0","0"
"2021-04-30","70-79","M","108","104","0","0","0","0","114","133","0","0","0","0"
"2021-04-30","80 and above","F","18","14","0","0","0","0","15","26","0","0","0","0"
"2021-04-30","80 and above","M","21","27","0","0","0","0","18","31","0","0","0","0"
"2021-05-01","0-19","F","24","5","0","0","0","0","254","79","0","0","0","0"
"2021-05-01","0-19","M","31","11","0","0","0","0","330","85","0","0","0","0"
"2021-05-01","20-29","F","455","138","0","0","0","0","1756","430","0","0","0","0"
"2021-05-01","20-29","M","450","157","0","0","0","0","1760","311","0","0","0","0"
"2021-05-01","30-39","F","474","597","0","0","0","0","2280","2596","0","0","0","0"
"2021-05-01","30-39","M","418","491","0","0","0","0","1460","1987","0","0","0","0"
"2021-05-01","40-49","F","683","799","0","0","0","0","2287","2881","0","0","0","0"
"2021-05-01","40-49","M","545","682","0","0","0","0","1513","2409","0","0","0","0"
"2021-05-01","50-59","F","484","694","0","0","0","0","1400","1761","0","0","0","0"
"2021-05-01","50-59","M","556","779","0","0","0","0","1249","1844","0","0","0","0"
"2021-05-01","60-69","F","121","147","0","0","0","0","474","487","0","0","0","0"
"2021-05-01","60-69","M","218","223","0","0","0","0","508","494","0","0","0","0"
"2021-05-01","70-79","F","38","36","0","0","0","0","95","158","0","0","0","0"
"2021-05-01","70-79","M","35","62","0","0","0","0","125","140","0","0","0","0"
"2021-05-01","80 and above","F","6","9","0","0","0","0","19","35","0","0","0","0"
"2021-05-01","80 and above","M","6","8","0","0","0","0","25","26","0","0","0","0"
"2021-05-02","0-19","F","14","6","0","0","0","0","194","69","0","0","0","0"
"2021-05-02","0-19","M","25","16","0","0","0","0","236","89","0","0","0","0"
"2021-05-02","20-29","F","369","125","0","0","0","0","1436","551","0","0","0","0"
"2021-05-02","20-29","M","398","251","0","0","0","0","1381","484","0","0","0","0"
"2021-05-02","30-39","F","492","524","0","0","0","0","1908","2617","0","0","0","0"
"2021-05-02","30-39","M","368","466","0","0","0","0","1158","2024","0","0","0","0"
"2021-05-02","40-49","F","628","669","0","0","0","0","1767","2964","0","0","0","0"
"2021-05-02","40-49","M","466","739","0","0","0","0","1140","2469","0","0","0","0"
"2021-05-02","50-59","F","405","549","0","0","0","0","912","1765","0","0","0","0"
"2021-05-02","50-59","M","521","880","0","0","0","0","843","2103","0","0","0","0"
"2021-05-02","60-69","F","100","96","0","0","0","0","286","595","0","0","0","0"
"2021-05-02","60-69","M","153","227","0","0","0","0","337","805","0","0","0","0"
"2021-05-02","70-79","F","22","28","0","0","0","0","66","199","0","0","0","0"
"2021-05-02","70-79","M","27","42","0","0","0","0","54","303","0","0","0","0"
"2021-05-02","80 and above","F","6","12","0","0","0","0","18","44","0","0","0","0"
"2021-05-02","80 and above","M","6","5","0","0","0","0","14","52","0","0","0","0"
"2021-05-03","0-19","F","26","3","0","0","0","0","143","77","0","0","0","0"
"2021-05-03","0-19","M","27","6","0","0","0","0","143","62","0","0","0","0"
"2021-05-03","20-29","F","414","66","0","0","0","0","1281","429","0","0","0","0"
"2021-05-03","20-29","M","383","88","0","0","0","0","1197","419","0","0","0","0"
"2021-05-03","30-39","F","874","290","0","0","0","0","2059","2126","0","0","0","0"
"2021-05-03","30-39","M","512","188","0","0","0","0","1341","1884","0","0","0","0"
"2021-05-03","40-49","F","1309","477","0","0","0","0","1932","2489","0","0","0","0"
"2021-05-03","40-49","M","651","304","0","0","0","0","1282","2228","0","0","0","0"
"2021-05-03","50-59","F","1004","322","0","0","0","0","1146","1612","0","0","0","0"
"2021-05-03","50-59","M","817","379","0","0","0","0","1010","1905","0","0","0","0"
"2021-05-03","60-69","F","312","128","0","0","0","0","453","665","0","0","0","0"
"2021-05-03","60-69","M","448","178","0","0","0","0","499","899","0","0","0","0"
"2021-05-03","70-79","F","93","29","0","0","0","0","108","208","0","0","0","0"
"2021-05-03","70-79","M","110","53","0","0","0","0","134","322","0","0","0","0"
"2021-05-03","80 and above","F","19","3","0","0","0","0","14","32","0","0","0","0"
"2021-05-03","80 and above","M","27","10","0","0","0","0","22","52","0","0","0","0"
"2021-05-04","0-19","F","27","10","0","0","0","0","111","53","0","0","0","0"
"2021-05-04","0-19","M","38","6","0","0","0","0","116","66","0","0","0","0"
"2021-05-04","20-29","F","330","84","0","0","0","0","1100","372","0","0","0","0"
"2021-05-04","20-29","M","340","93","0","0","0","0","904","349","0","0","0","0"
"2021-05-04","30-39","F","795","240","0","0","0","0","2210","1812","0","0","0","0"
"2021-05-04","30-39","M","383","174","0","0","0","0","1000","1547","0","0","0","0"
"2021-05-04","40-49","F","1263","398","0","0","0","0","2174","2121","0","0","0","0"
"2021-05-04","40-49","M","584","248","0","0","0","0","984","1893","0","0","0","0"
"2021-05-04","50-59","F","883","285","0","0","0","0","1138","1436","0","0","0","0"
"2021-05-04","50-59","M","719","303","0","0","0","0","784","1612","0","0","0","0"
"2021-05-04","60-69","F","308","111","0","0","0","0","404","586","0","0","0","0"
"2021-05-04","60-69","M","428","139","0","0","0","0","359","758","0","0","0","0"
"2021-05-04","70-79","F","84","35","0","0","0","0","92","200","0","0","0","0"
"2021-05-04","70-79","M","110","51","0","0","0","0","95","267","0","0","0","0"
"2021-05-04","80 and above","F","13","8","0","0","0","0","14","41","0","0","0","0"
"2021-05-04","80 and above","M","22","13","0","0","0","0","19","41","0","0","0","0"
"2021-05-05","0-19","F","27","9","0","0","0","0","108","67","0","0","0","0"
"2021-05-05","0-19","M","25","4","0","0","0","0","123","70","0","0","0","0"
"2021-05-05","20-29","F","295","85","0","0","0","0","913","421","0","0","0","0"
"2021-05-05","20-29","M","251","78","0","0","0","0","724","365","0","0","0","0"
"2021-05-05","30-39","F","676","324","0","0","0","0","1882","1873","0","0","0","0"
"2021-05-05","30-39","M","354","204","0","0","0","0","844","1498","0","0","0","0"
"2021-05-05","40-49","F","1079","525","0","0","0","0","1794","1991","0","0","0","0"
"2021-05-05","40-49","M","531","306","0","0","0","0","857","1619","0","0","0","0"
"2021-05-05","50-59","F","823","403","0","0","0","0","1025","1279","0","0","0","0"
"2021-05-05","50-59","M","645","426","0","0","0","0","739","1320","0","0","0","0"
"2021-05-05","60-69","F","314","152","0","0","0","0","402","572","0","0","0","0"
"2021-05-05","60-69","M","391","206","0","0","0","0","381","659","0","0","0","0"
"2021-05-05","70-79","F","79","38","0","0","0","0","93","179","0","0","0","0"
"2021-05-05","70-79","M","96","70","0","0","0","0","114","248","0","0","0","0"
"2021-05-05","80 and above","F","18","18","0","0","0","0","17","43","0","0","0","0"
"2021-05-05","80 and above","M","20","17","0","0","0","0","20","47","0","0","0","0"
"2021-05-06","0-19","F","10","2","0","0","0","0","108","60","0","0","0","0"
"2021-05-06","0-19","M","28","5","0","0","0","0","121","66","0","0","0","0"
"2021-05-06","20-29","F","295","66","0","0","0","0","951","429","0","0","0","0"
"2021-05-06","20-29","M","249","93","0","0","0","0","830","411","0","0","0","0"
"2021-05-06","30-39","F","564","315","0","0","0","0","2083","1705","0","0","0","0"
"2021-05-06","30-39","M","315","167","0","0","0","0","948","1427","0","0","0","0"
"2021-05-06","40-49","F","982","577","0","0","0","0","1978","1948","0","0","0","0"
"2021-05-06","40-49","M","452","292","0","0","0","0","961","1549","0","0","0","0"
"2021-05-06","50-59","F","758","465","0","0","0","0","1010","1158","0","0","0","0"
"2021-05-06","50-59","M","583","409","0","0","0","0","743","1293","0","0","0","0"
"2021-05-06","60-69","F","300","182","0","0","0","0","364","521","0","0","0","0"
"2021-05-06","60-69","M","340","247","0","0","0","0","386","590","0","0","0","0"
"2021-05-06","70-79","F","78","52","0","0","0","0","82","188","0","0","0","0"
"2021-05-06","70-79","M","94","86","0","0","0","0","99","231","0","0","0","0"
"2021-05-06","80 and above","F","21","14","0","0","0","0","17","30","0","0","0","0"
"2021-05-06","80 and above","M","35","16","0","0","0","0","11","50","0","0","0","0"
"2021-05-07","0-19","F","23","5","0","0","0","0","142","91","0","0","0","0"
"2021-05-07","0-19","M","23","4","0","0","0","0","171","83","0","0","0","0"
"2021-05-07","20-29","F","343","121","0","0","0","0","1052","602","0","0","0","0"
"2021-05-07","20-29","M","264","114","0","0","0","0","781","484","0","0","0","0"
"2021-05-07","30-39","F","670","404","0","0","0","0","2293","2580","0","0","0","0"
"2021-05-07","30-39","M","337","251","0","0","0","0","1013","2022","0","0","0","0"
"2021-05-07","40-49","F","1026","634","0","0","0","0","2201","3021","0","0","0","0"
"2021-05-07","40-49","M","463","337","0","0","0","0","1017","2350","0","0","0","0"
"2021-05-07","50-59","F","793","593","0","0","0","0","1235","1946","0","0","0","0"
"2021-05-07","50-59","M","620","451","0","0","0","0","826","1911","0","0","0","0"
"2021-05-07","60-69","F","302","194","0","0","0","0","447","879","0","0","0","0"
"2021-05-07","60-69","M","330","255","0","0","0","0","359","997","0","0","0","0"
"2021-05-07","70-79","F","74","60","0","0","0","0","86","233","0","0","0","0"
"2021-05-07","70-79","M","88","82","0","0","0","0","102","332","0","0","0","0"
"2021-05-07","80 and above","F","12","12","0","0","0","0","12","50","0","0","0","0"
"2021-05-07","80 and above","M","19","13","0","0","0","0","20","53","0","0","0","0"
"2021-05-08","0-19","F","30","7","0","0","0","0","182","93","0","0","0","0"
"2021-05-08","0-19","M","53","12","0","0","0","0","177","83","0","0","0","0"
"2021-05-08","20-29","F","413","149","0","0","0","0","1294","735","0","0","0","0"
"2021-05-08","20-29","M","359","145","0","0","0","0","917","546","0","0","0","0"
"2021-05-08","30-39","F","610","510","0","0","0","0","2532","3502","0","0","0","0"
"2021-05-08","30-39","M","361","311","0","0","0","0","1037","2401","0","0","0","0"
"2021-05-08","40-49","F","882","701","0","0","0","0","2274","3810","0","0","0","0"
"2021-05-08","40-49","M","470","445","0","0","0","0","1009","2692","0","0","0","0"
"2021-05-08","50-59","F","636","583","0","0","0","0","1165","2244","0","0","0","0"
"2021-05-08","50-59","M","540","593","0","0","0","0","822","2150","0","0","0","0"
"2021-05-08","60-69","F","190","153","0","0","0","0","358","920","0","0","0","0"
"2021-05-08","60-69","M","235","219","0","0","0","0","306","1042","0","0","0","0"
"2021-05-08","70-79","F","44","63","0","0","0","0","72","268","0","0","0","0"
